POSTCODE,TOTSENAP,TOWN,PSENSAP,CLOSEDATE,TOTPUPSENDN,AGEH,TSENA,PNUMNOFSM,ISNEW,LAESTAB,ISPOST16,NUMNOFSM,TSENSAP,NORB,LOCALITY,PNORG,NORG,SFGENDER,LAT,ICLOSE,OPENDATE,RELDENOM,NUMFSMEVER,PNUMFSM,LNG,STREET,PNUMUNCFL,ISSECONDARY,ADDRESS3,PNUMFSMEVER,ADMPOL,NUMEAL,GENDER,NUMUNCFL,LA,AGEL,PTOTSENST,SCHNAME,PNUMEAL,URN,PSENA,TOTSENST,PNORB,ISPRIMARY,NUMENGFL,ESTAB,PNUMENGFL,NEWACFLAG,NFTYPE,NUMFSM,MINORGROUP,PTOTSENAP,TELNUM
LS2 9EX,27,Leeds,8.2,,342,11,26,68.4,0,3832408,0,193,28,178,,48.0,164,Mixed,53.8071071,1,,Does not apply,115.0,31.6,-1.5475273,Lofthouse Place,1.8,0,,40.8,Not applicable,156,Mixed,4,383,3,SUPP,Blenheim Primary School,70.3,107884,7.6,SUPP,52.0,1,62,2408,27.9,6,Foundation School,89,Maintained School,7.9,0113 2930808
LS11 5TT,159,Leeds,16.6,,1111,16,167,65.9,0,3834047,0,731,184,550,Gipsy Lane,50.5,561,Mixed,53.778288,1,,Does not apply,583.0,34.1,-1.5419541,Parkside,0.0,1,,52.5,Comprehensive,167,Mixed,0,383,11,2.3,Cockburn,15.0,108065,15.0,25,49.5,0,944,4047,85.0,6,Foundation School,378,Maintained School,14.3,0113 2719962
WF3 3BG,7,Wakefield,3.5,,371,11,9,92.2,0,3832309,0,294,13,186,Robin Hood,49.9,185,Mixed,53.73742900000001,1,,Does not apply,33.0,7.8,-1.5076334,Leeds Road,0.0,0,,10.3,Not applicable,8,Mixed,0,383,3,1.6,Robin Hood Primary School,2.9,107831,2.4,6,50.1,1,264,2309,97.1,6,Community School,25,Maintained School,1.9,0113 2823444
LS16 6BW,32,Leeds,14.1,,319,11,10,78.1,0,3832420,0,249,45,156,,51.1,163,Mixed,53.852545,1,,Does not apply,125.0,21.9,-1.6047989,Raynel Gardens,0.0,0,,39.2,Not applicable,72,Mixed,0,383,5,4.1,Ireland Wood Primary School,27.7,107896,3.1,13,48.9,1,188,2420,72.3,6,Foundation School,70,Maintained School,10.0,0113 2678032
LS6 2LG,0,Leeds,100.0,,20,19,0,65.0,1,3837004,1,13,20,16,Bedford Field,20.0,4,Mixed,53.8175861,1,,Does not apply,7.0,35.0,-1.5585735,C/O Derek Flatchett City Learning Centre,0.0,1,Woodhouse Cliff,35.0,Not applicable,0,Mixed,0,383,11,100.0,Lighthouse School Leeds,0.0,138380,0.0,20,80.0,0,20,7004,100.0,6,Free School - Special,7,Academy (including Free Schools),0.0,0113 2844263
LS12 4PX,14,Leeds,4.0,,354,11,36,84.8,0,3832496,0,257,14,185,,47.7,169,Mixed,53.7830932,1,,Does not apply,75.0,15.2,-1.5997353,Lower Wortley Road,0.0,0,,24.8,Not applicable,8,Mixed,0,383,3,0.0,Lower Wortley Primary School,3.1,107972,10.2,0,52.3,1,250,2496,96.9,6,Community School,46,Maintained School,4.0,0113 3230152
LS27 9EB,,Leeds,,,,11,,,0,3836098,0,,,,Morley,,,Mixed,53.7438711,1,,Christian,,,-1.600212,Queen Street,,0,,,Not collected,,Mixed,,383,4,,Queenswood School,,108109,,,,1,,6098,,6,Other Independent School,,Independent School,,0113 2534033
LS17 5DJ,37,Leeds,8.7,,494,11,46,84.9,0,3832437,0,361,43,257,Moortown,48.0,237,Mixed,53.83531559999999,1,,Does not apply,114.0,15.1,-1.5513492,Carr Manor Road,0.0,0,,26.8,Not applicable,107,Mixed,0,383,3,1.2,Carr Manor Primary School,29.5,107913,9.3,6,52.0,1,256,2437,70.5,6,Community School,64,Maintained School,7.5,0113 2689160
LS11 5TT,,Leeds,,,,11,,,1,3832000,0,,,,Parkside,,,Mixed,53.76006390000001,1,01/09/2014,,,,-1.5589339,C/O Cockburn,,0,Gipsy Lane,,Not collected,,Mixed,,383,3,,Lane End Primary School,,138893,,,,1,,2000,,7,Foundation School,,Maintained School,,0113 3368500
LS21 1LG,10,Otley,5.2,,193,11,6,96.4,0,3833051,0,186,10,111,Pool-in-Wharfedale,42.5,82,Mixed,53.9016598,1,,Church of England,9.0,3.6,-1.6248365,Arthington Lane,0.0,0,,4.7,Not applicable,0,Mixed,0,383,4,0.0,Pool-in-Wharfedale Church of England Voluntary Controlled Primary School,0.0,108000,3.1,0,57.5,1,167,3051,100.0,6,Voluntary Controlled School,7,Maintained School,5.2,0113 2843151
LS15 8TP,10,Leeds,4.8,,210,11,5,94.3,0,3832463,0,198,10,100,,52.4,110,Mixed,53.7977143,1,,,22.0,5.7,-1.4364493,Austhorpe Lane,0.0,0,,10.5,Not applicable,4,Mixed,0,383,4,0.0,Austhorpe Primary School,2.2,107939,2.4,0,47.6,1,174,2463,97.8,6,Foundation School,12,Maintained School,4.8,0113 2640450
LS15 8RQ,7,Leeds,1.6,,514,11,16,89.4,0,3833385,0,386,8,267,Crossgates,48.1,247,Mixed,53.8146012,1,,Roman Catholic,74.0,10.6,-1.4515602,Barwick Road,0.0,0,,17.5,Not applicable,19,Mixed,0,383,3,SUPP,St Theresa's Catholic Primary School,5.2,108039,3.1,SUPP,51.9,1,344,3385,94.8,6,Voluntary Aided School,46,Maintained School,1.4,0113 2930240
LS21 2DF,21,Otley,9.9,,213,11,29,72.7,0,3832401,0,128,21,107,,49.8,106,Mixed,53.9118913,1,,Does not apply,72.0,27.3,-1.7080633,Weston Lane,0.0,0,,41.1,Not applicable,7,Mixed,0,383,3,0.0,Ashfield Primary School,4.6,107877,13.6,0,50.2,1,144,2401,95.4,6,Community School,48,Maintained School,9.9,01943 463341
WF10 2BD,8,Castleford,5.9,,136,11,7,97.8,0,3835200,0,133,8,70,Ledston,48.5,66,Mixed,53.7535982,1,,Church of England,4.0,2.2,-1.345592,Green Lane,0.0,0,,2.9,Not applicable,SUPP,Mixed,0,383,5,0.0,Lady E Hastings CofE Primary School,SUPP,108100,5.1,0,51.5,1,114,5200,98.3,6,Voluntary Aided School,3,Maintained School,5.9,01977 557758
LS17 7TN,0,Wentworth Avenue,0.0,,8,18,0,75.0,1,3834066,1,6,0,SUPP,,SUPP,SUPP,Mixed,53.8537095,1,,Jewish,3.0,SUPP,-1.5443294,,0.0,1,,37.5,Comprehensive,0,Mixed,0,383,11,0.0,Leeds Jewish Free School,0.0,139773,0.0,0,SUPP,0,8,4066,100.0,6,Free School - Mainstream,SUPP,Academy (including Free Schools),0.0,0113 2930578
LS13 3DP,15,Leeds,6.3,,268,11,29,55.4,0,3832485,0,129,17,124,Bramley,53.7,144,Mixed,53.81035079999999,1,,Does not apply,135.0,44.6,-1.6424738,Fairfield Hill,0.0,0,,61.4,Not applicable,22,Mixed,0,383,3,SUPP,Bramley Primary School,12.2,107961,10.8,SUPP,46.3,1,159,2485,87.8,6,Community School,104,Maintained School,5.6,0113 2146169
LS21 1DF,16,Otley,6.2,,259,11,15,96.6,0,3832513,0,201,16,148,,42.9,111,Mixed,53.9026126,1,,Church of England,19.0,3.4,-1.6821098,Lisker Drive,0.0,0,,9.1,Not applicable,0,Mixed,0,383,3,0.0,Otley All Saints CofE Primary School,0.0,133555,5.8,0,57.1,1,178,2513,100.0,6,Voluntary Controlled School,7,Maintained School,6.2,01943 464703
LS26 0BJ,6,Leeds,3.3,,209,11,SUPP,95.7,0,3833364,0,200,7,111,Rothwell,46.9,98,Mixed,53.7461795,1,,Roman Catholic,16.0,4.3,-1.4747245,Royds Lane,0.0,0,,7.7,Not applicable,4,Mixed,0,383,5,SUPP,Rothwell St Mary's RC Primary School,2.2,108018,SUPP,SUPP,53.1,1,175,3364,97.8,6,Voluntary Aided School,9,Maintained School,2.9,0113 2828182
LS13 1DD,24,Leeds,8.8,,296,11,10,86.1,0,3833928,0,255,26,159,Rodley,46.3,137,Mixed,53.81680799999999,1,,Does not apply,79.0,13.9,-1.65773,Coal Hill Drive,0.0,0,,26.7,Not applicable,14,Mixed,0,383,5,SUPP,Valley View Community Primary School,6.5,131111,3.4,SUPP,53.7,1,200,3928,93.5,6,Community School,41,Maintained School,8.1,0113 2554972
LS16 5PF,,Leeds,,,,13,,,0,3836002,0,,,,Weetwood Lane,,,Mixed,53.8408842,1,,,,,-1.5799738,Fox Hill Drive,,1,,,Not collected,,Mixed,,383,2,,Moorlands School,,108102,,,,1,,6002,,6,Other Independent School,,Independent School,,0113 2785286
LS11 6TB,24,Leeds,9.1,,363,11,84,59.8,0,3833927,0,217,33,187,Beeston,48.5,176,Mixed,53.7798829,1,,Does not apply,217.0,40.2,-1.5469654,Bismarck Drive,1.3,0,,59.8,Not applicable,113,Mixed,4,383,4,2.5,The New Bewerley Community Primary School,36.8,121791,23.1,9,51.5,1,190,3927,61.9,6,Community School,146,Maintained School,6.6,0113 8878718
LS9 9AD,39,Leeds,14.3,,273,11,6,67.0,0,3833909,0,142,39,138,,49.5,135,Mixed,53.79714,1,,Church of England,109.0,33.0,-1.51924,Cross Aysgarth Mount,3.3,0,,51.4,Not applicable,47,Mixed,6,383,3,0.0,All Saint's Richmond Hill Church of England Primary School,25.8,108048,2.2,0,50.5,1,129,3909,70.9,6,Voluntary Aided School,70,Maintained School,14.3,0113 2359260
LS22 5BS,9,Wetherby,5.8,,208,11,7,99.5,0,3833357,0,207,12,102,Collingham,51.0,106,Mixed,53.9096024,1,,Church of England,3.0,SUPP,-1.4149857,Linton Road,0.0,0,,1.4,Not applicable,0,Mixed,0,383,5,1.4,Collingham Lady Elizabeth Hastings' Church of England Primary School,0.0,108011,3.4,3,49.0,1,178,3357,100.0,6,Voluntary Aided School,SUPP,Maintained School,4.3,01937 573117
LS6 2JP,18,Leeds,10.1,,179,11,24,58.7,0,3832413,0,105,18,99,,44.7,80,Mixed,53.8153539,1,,Does not apply,95.0,41.3,-1.5548504,Pennington Street,0.0,0,,53.1,Not applicable,77,Mixed,0,383,3,0.0,Quarry Mount Primary School,51.3,107889,13.4,0,55.3,1,73,2413,48.7,6,Foundation School,74,Maintained School,10.1,0113 2455803
